GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,JobSkillImportanceOtherSelect1,JobSkillImportanceOtherSelect2,JobSkillImportanceOtherSelect3,CoursePlatformSelect,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,EmployerSize,EmployerSizeChange,EmployerMLTime,EmployerSearchMethod,UniversityImportance,JobFunctionSelect,WorkHardwareSelect,WorkDataTypeSelect,WorkProductionFrequency,WorkDatasetSize,WorkAlgorithmsSelect,WorkToolsSelect,WorkToolsFrequencyAmazonML,WorkToolsFrequencyAWS,WorkToolsFrequencyAngoss,WorkToolsFrequencyC,WorkToolsFrequencyCloudera,WorkToolsFrequencyDataRobot,WorkToolsFrequencyFlume,WorkToolsFrequencyGCP,WorkToolsFrequencyHadoop,WorkToolsFrequencyIBMCognos,WorkToolsFrequencyIBMSPSSModeler,WorkToolsFrequencyIBMSPSSStatistics,WorkToolsFrequencyIBMWatson,WorkToolsFrequencyImpala,WorkToolsFrequencyJava,WorkToolsFrequencyJulia,WorkToolsFrequencyJupyter,WorkToolsFrequencyKNIMECommercial,WorkToolsFrequencyKNIMEFree,WorkToolsFrequencyMathematica,WorkToolsFrequencyMATLAB,WorkToolsFrequencyAzure,WorkToolsFrequencyExcel,WorkToolsFrequencyMicrosoftRServer,WorkToolsFrequencyMicrosoftSQL,WorkToolsFrequencyMinitab,WorkToolsFrequencyNoSQL,WorkToolsFrequencyOracle,WorkToolsFrequencyOrange,WorkToolsFrequencyPerl,WorkToolsFrequencyPython,WorkToolsFrequencyQlik,WorkToolsFrequencyR,WorkToolsFrequencyRapidMinerCommercial,WorkToolsFrequencyRapidMinerFree,WorkToolsFrequencySalfrod,WorkToolsFrequencySAPBusinessObjects,WorkToolsFrequencySASBase,WorkToolsFrequencySASEnterprise,WorkToolsFrequencySASJMP,WorkToolsFrequencySpark,WorkToolsFrequencySQL,WorkToolsFrequencyStan,WorkToolsFrequencyStatistica,WorkToolsFrequencyTableau,WorkToolsFrequencyTensorFlow,WorkToolsFrequencyTIBCO,WorkToolsFrequencyUnix,WorkToolsFrequencySelect1,WorkToolsFrequencySelect2,WorkFrequencySelect3,WorkMethodsSelect,WorkMethodsFrequencyA/B,WorkMethodsFrequencyAssociationRules,WorkMethodsFrequencyBayesian,WorkMethodsFrequencyCNNs,WorkMethodsFrequencyCollaborativeFiltering,WorkMethodsFrequencyCross-Validation,WorkMethodsFrequencyDataVisualization,WorkMethodsFrequencyDecisionTrees,WorkMethodsFrequencyEnsembleMethods,WorkMethodsFrequencyEvolutionaryApproaches,WorkMethodsFrequencyGANs,WorkMethodsFrequencyGBM,WorkMethodsFrequencyHMMs,WorkMethodsFrequencyKNN,WorkMethodsFrequencyLiftAnalysis,WorkMethodsFrequencyLogisticRegression,WorkMethodsFrequencyMLN,WorkMethodsFrequencyNaiveBayes,WorkMethodsFrequencyNLP,WorkMethodsFrequencyNeuralNetworks,WorkMethodsFrequencyPCA,WorkMethodsFrequencyPrescriptiveModeling,WorkMethodsFrequencyRandomForests,WorkMethodsFrequencyRecommenderSystems,WorkMethodsFrequencyRNNs,WorkMethodsFrequencySegmentation,WorkMethodsFrequencySimulation,WorkMethodsFrequencySVMs,WorkMethodsFrequencyTextAnalysis,WorkMethodsFrequencyTimeSeriesAnalysis,WorkMethodsFrequencySelect1,WorkMethodsFrequencySelect2,WorkMethodsFrequencySelect3,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,AlgorithmUnderstandingLevel,WorkChallengesSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkDataVisualizations,WorkInternalVsExternalTools,WorkMLTeamSeatSelect,WorkDatasets,WorkDatasetsChallenge,WorkDataStorage,WorkDataSharing,WorkDataSourcing,WorkCodeSharing,RemoteWork,CompensationAmount,CompensationCurrency,SalaryChange,JobSatisfaction,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
Male,France,26,Employed full-time,,,Yes,,Scientist/Researcher,Poorly,Employed by government,Python,Genetic & Evolutionary Algorithms,R,University/Non-profit research group websites,Online courses,,,,,,,,,,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,A health science,Less than a year,,"Online courses (coursera, udemy, edx, etc.)",10,85,5,0,0,0,,,A doctoral degree,Government,500 to 999 employees,Stayed the same,Don't know,Some other way,"N/A, I did not receive any formal education",Other,Basic laptop (Macbook),Text data,,1MB,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,Data Visualization,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,15,5,0,0,Enough to explain the algorithm to someone non-technical,"Dirty data,Lack of data science talent in the organization,Unavailability of/difficult access to data",,,,,Sometimes,,,,Often,,,,,,,,,,,,Often,,100% of projects,Entirely internal,Other,,,Other,I don't typically share data,,,Don't know,25000,EUR,Has increased 20% or more,10 - Highly Satisfied,,,,,,,,,,,,,,,,,,
Male,Brazil,21,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Python,Neural Nets,Matlab,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search","College/University,Kaggle,Online courses,Stack Overflow Q&A",,,Somewhat useful,,,,Somewhat useful,,,,Very useful,,,Very useful,,,,,,< 1 year,Necessary,,,,Nice to have,Nice to have,Necessary,Unnecessary,Unnecessary,Necessary,,,,Coursera,Gaming Laptop (Laptop + CUDA capable GPU),0 - 1 hour,Github Portfolio,No,Some college/university study without earning a bachelor's degree,Electrical Engineering,,I haven't started working yet,University courses,NA,NA,NA,NA,NA,NA,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Support Vector Machines (SVMs)",High school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
A different identity,Canada,23,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by college or university,Jupyter notebooks,Monte Carlo Methods,Python,University/Non-profit research group websites,"Arxiv,Blogs,College/University,Podcasts,Textbook",Very useful,Very useful,Somewhat useful,,,,,,,,,,Somewhat useful,,Somewhat useful,,,,Talking Machines Podcast,,,,,,,,,,,,,,,,,,,Yes,Bachelor's degree,Electrical Engineering,3 to 5 years,Software Developer/Software Engineer,Self-taught,85,5,0,10,0,0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A doctoral degree,Academic,"1,000 to 4,999 employees",Increased significantly,More than 10 years,A career fair or on-campus recruiting event,Somewhat important,Build prototypes to explore applying machine learning to new areas,"Basic laptop (Macbook),GPU accelerated Workstation,Laptop + Cloud service (AWS, Azure, GCE ...)","Text data,Other",,100GB,"Bayesian Techniques,HMMs,Neural Networks,RNNs","Amazon Web services,C/C++,Jupyter notebooks,MATLAB/Octave,Python,SQL,TensorFlow,Unix shell / awk",,Sometimes,,Rarely,,,,,,,,,,,,,Sometimes,,,,Sometimes,,,,,,,,,,Most of the time,,,,,,,,,,,Sometimes,,,,Most of the time,,Sometimes,,,,"Bayesian Techniques,Cross-Validation,Data Visualization,HMMs,Neural Networks,PCA and Dimensionality Reduction,RNNs,Simulation,Time Series Analysis",,,Sometimes,,,Often,Often,,,,,,Rarely,,,,,,,Often,Sometimes,,,,Often,,Often,,,Often,,,,20,40,0,20,20,0,Enough to refine and innovate on the algorithm,"Company politics / Lack of management/financial support for a data science team,Explaining data science to others,Lack of data science talent in the organization,Limitations in the state of the art in machine learning,Limitations of tools,Need to coordinate with IT,Scaling data science solution up to full database",Most of the time,,,,,Sometimes,,,Sometimes,,,Rarely,Often,,Most of the time,,,Often,,,,,100% of projects,Entirely internal,Other,,,,Share Drive/SharePoint,,Git,Rarely,85000,USD,Has increased 20% or more,8,,,,,,,,,,,,,,,,,,
Male,United States,19,Employed part-time,,,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,R,Monte Carlo Methods,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,University/Non-profit research group websites","College/University,Personal Projects,Textbook",,,Very useful,,,,,,,,,Very useful,,,Somewhat useful,,,,Talking Machines Podcast,1-2 years,Nice to have,Necessary,Necessary,Necessary,Necessary,Nice to have,Necessary,Unnecessary,Unnecessary,Nice to have,,,,,Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Github Portfolio,No,Some college/university study without earning a bachelor's degree,Computer Science,1 to 2 years,Other,University courses,30,0,0,70,0,0,,"Decision Trees - Random Forests,Logistic Regression","Some college/university study, no bachelor's degree",Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Career fair or on-campus recruiting event,0,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Very Important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Very Important,Somewhat important,Not important,Somewhat important
Male,India,23,Employed full-time,,,Yes,,Engineer,Fine,"Employed by professional services/consulting firm,Self-employed",TensorFlow,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Government website,I collect my own data (e.g. web-scraping)","Blogs,College/University,Company internal community,Conferences,Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",,Somewhat useful,Very useful,Very useful,Very useful,,Very useful,,,,Very useful,Somewhat useful,,Very useful,Very useful,,,Very useful,"Becoming a Data Scientist Podcast,KDnuggets Blog,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,Computer Science,1 to 2 years,"Data Analyst,DBA/Database Engineer,Engineer,Programmer,Researcher,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",10,60,10,20,0,0,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs","Some college/university study, no bachelor's degree",Technology,Fewer than 10 employees,Increased slightly,Less than one year,I was contacted directly by someone at the company (e.g. internal recruiter),Very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,"Image data,Text data",Sometimes,1GB,"Bayesian Techniques,Ensemble Methods,Random Forests,Regression/Logistic Regression","Jupyter notebooks,MATLAB/Octave,Microsoft Excel Data Mining,Python,R,SQL,TensorFlow",,,,,,,,,,,,,,,,,Most of the time,,,,Often,,Often,,,,,,,,Most of the time,,Most of the time,,,,,,,,,Sometimes,,,,Sometimes,,,,,,"Bayesian Techniques,Data Visualization,Logistic Regression,Naive Bayes,Natural Language Processing,Recommender Systems,Segmentation",,,Most of the time,,,,Most of the time,,,,,,,,,Often,,Often,Sometimes,,,,,Often,,Sometimes,,,,,,,,25,40,10,10,15,0,"Enough to code it again from scratch, albeit it may run slowly","Data Science results not used by business decision makers,Explaining data science to others,Lack of data science talent in the organization,Organization is small and cannot afford a data science team,Scaling data science solution up to full database",,Sometimes,,,,Often,,,Often,,,,,,,Sometimes,,Often,,,,,26-50% of projects,More internal than external,IT Department,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Email,Share Drive/SharePoint",,"Generic cloud file sharing software (Dropbox/Box/etc.),Generic non-cloud file sharing software (Email/Shared Server/etc.),Git",Rarely,360000,INR,Has stayed about the same (has not increased or decreased more than 5%),10 - Highly Satisfied,,,,,,,,,,,,,,,,,,
Male,United States,53,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,Poland,23,Employed part-time,,,Yes,,Data Scientist,Fine,Employed by professional services/consulting firm,Tableau,Social Network Analysis,SAS,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website","Kaggle,Stack Overflow Q&A,YouTube Videos",,,,,,,Very useful,,,,,,,Very useful,,,,Somewhat useful,"No Free Hunch Blog,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,,Bachelor's degree,Mathematics or statistics,Less than a year,Other,University courses,5,25,50,20,0,0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Ensemble Methods,Logistic Regression",A master's degree,Financial,"5,000 to 9,999 employees",Stayed the same,1-2 years,I visited the company's Web site and found a job listing there,Very important,Build prototypes to explore applying machine learning to new areas,Traditional Workstation,Relational data,,1GB,Ensemble Methods,"C/C++,Oracle Data Mining/ Oracle R Enterprise,R,SAS Base,SQL",,,,Rarely,,,,,,,,,,,,,,,,,,,,,,,,Rarely,,,,,Most of the time,,,,,Often,,,,Most of the time,,,,,,,,,,"Data Visualization,Segmentation",,,,,,,Often,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,20,50,20,10,0,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Lack of funds to buy useful datasets from external sources,Limitations of tools,Unavailability of/difficult access to data",Often,Most of the time,,,,,,,,Most of the time,,,Most of the time,,,,,,,,Often,,None,Entirely internal,IT Department,Credit data,,Other,"Company Developed Platform,Email",,Generic non-cloud file sharing software (Email/Shared Server/etc.),Never,"20,000",PLN,I was not employed 3 years ago,4,,,,,,,,,,,,,,,,,,
Female,Canada,19,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,TensorFlow,Neural Nets,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),University/Non-profit research group websites","College/University,Kaggle,Online courses,Personal Projects,Podcasts,Textbook,YouTube Videos",,,Very useful,,,,Somewhat useful,,,,Very useful,Somewhat useful,Not Useful,,Not Useful,,,Somewhat useful,"KDnuggets Blog,Siraj Raval YouTube Channel,The Data Skeptic Podcast",< 1 year,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Coursera,Basic laptop (Macbook),2 - 10 hours,Github Portfolio,No,Some college/university study without earning a bachelor's degree,Computer Science,,Programmer,"Online courses (coursera, udemy, edx, etc.)",NA,NA,NA,NA,NA,NA,Supervised Machine Learning (Tabular Data),Logistic Regression,High school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Somewhat important,Not important,Somewhat important,Not important
Female,United States,31,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by company that makes advanced analytic software,Python,Neural Nets,Python,"Government website,University/Non-profit research group websites","Blogs,Stack Overflow Q&A",,Very useful,,,,,,,,,,,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,Other,More than 10 years,Researcher,Work,50,0,50,0,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Random Forests,Logistic Regression",A master's degree,Insurance,20 to 99 employees,Increased significantly,3-5 years,I visited the company's Web site and found a job listing there,Important,Build prototypes to explore applying machine learning to new areas,"Laptop + Cloud service (AWS, Azure, GCE ...)","Relational data,Other",Most of the time,1TB,"Decision Trees,Random Forests,Regression/Logistic Regression","Amazon Web services,Jupyter notebooks,Python,SQL,Unix shell / awk",,Most of the time,,,,,,,,,,,,,,,Rarely,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,Often,,,,,,Most of the time,,,,"Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,Logistic Regression,Random Forests,Time Series Analysis",,,,,,Often,Most of the time,Often,Most of the time,,,,,,,Sometimes,,,,,,,Sometimes,,,,,,,Often,,,,55,20,10,10,5,0,Enough to explain the algorithm to someone non-technical,I prefer not to say,,,,,,,Most of the time,,,,,,,,,,,,,,,,76-99% of projects,Entirely internal,Standalone Team,"NOAA weather data, NASA satellite data",Domain knowledge,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,"Generic cloud file sharing software (Dropbox/Box/etc.),Git",Sometimes,"92,000",USD,Has increased 20% or more,6,,,,,,,,,,,,,,,,,,
Male,South Africa,24,"Not employed, but looking for work",,,,,,,,SAS Enterprise Miner,Decision Trees,SAS,University/Non-profit research group websites,College/University,,,Very useful,,,,,,,,,,,,,,,,"Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",< 1 year,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Necessary,,,,,Basic laptop (Macbook),2 - 10 hours,Master's degree,Sort of (Explain more),Bachelor's degree,Other,3 to 5 years,Other,Other,80,0,0,20,0,0,Other (please specify; separate by semi-colon),"Decision Trees - Random Forests,Logistic Regression","Some college/university study, no bachelor's degree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,3-5,Very Important,Very Important,Very Important,Very Important,Very Important,Not important,Somewhat important,Not important,Very Important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Very Important
Male,Denmark,29,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by college or university,Google Cloud Compute,Deep learning,R,Google Search,"Arxiv,Blogs,College/University,Conferences,Non-Kaggle online communities,Official documentation,Personal Projects,Stack Overflow Q&A,Textbook",Very useful,Very useful,Very useful,,Very useful,,,,Very useful,Somewhat useful,,Very useful,,Very useful,Somewhat useful,,,,"KDnuggets Blog,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,Mathematics or statistics,3 to 5 years,"Data Analyst,Predictive Modeler,Programmer,Statistician",University courses,50,0,20,20,10,0,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",A master's degree,Academic,"5,000 to 9,999 employees",Stayed the same,More than 10 years,I visited the company's Web site and found a job listing there,Very important,Research that advances the state of the art of machine learning,"GPU accelerated Workstation,Laptop or Workstation and local IT supported servers","Image data,Video data",Sometimes,100GB,"Bayesian Techniques,Random Forests,Regression/Logistic Regression","Amazon Machine Learning,Amazon Web services,C/C++,Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),Python,R,TensorFlow,Unix shell / awk",Rarely,Rarely,,Most of the time,,,,,,,,,,,,,Often,,,,Often,Rarely,,Rarely,,,,,,,Most of the time,,Most of the time,,,,,,,,,,,,,Often,,Most of the time,,,,"CNNs,Cross-Validation,Data Visualization,kNN and Other Clustering,Logistic Regression,Natural Language Processing,Neural Networks,PCA and Dimensionality Reduction,Random Forests,Segmentation,SVMs",,,,Sometimes,,Most of the time,Most of the time,,,,,,,Often,,Often,,,Sometimes,Sometimes,Most of the time,,Often,,,Often,,Sometimes,,,,,,30,40,0,25,5,0,Enough to refine and innovate on the algorithm,"Data Science results not used by business decision makers,Dirty data,Explaining data science to others,Lack of data science talent in the organization,Lack of significant domain expert input,Scaling data science solution up to full database,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",,Sometimes,,,Most of the time,Often,,,Often,,Often,,,,,,,Sometimes,Often,,,,100% of projects,More internal than external,Standalone Team,,High dimensional and few samples ,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",Email,,Git,Sometimes,66390,,Has stayed about the same (has not increased or decreased more than 5%),7,,,,,,,,,,,,,,,,,,
Male,United States,21,"Not employed, but looking for work",,,,,,,,Python,Neural Nets,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),I collect my own data (e.g. web-scraping)","College/University,Kaggle,Personal Projects,Textbook,YouTube Videos",,,Somewhat useful,,,,Somewhat useful,,,,,Very useful,,,Not Useful,,,Very useful,Other (Separate different answers with semicolon),< 1 year,Nice to have,Unnecessary,Necessary,Nice to have,Necessary,Nice to have,Unnecessary,Unnecessary,Unnecessary,Necessary,,,,,GPU accelerated Workstation,11 - 39 hours,Github Portfolio,Yes,Some college/university study without earning a bachelor's degree,Computer Science,Less than a year,I haven't started working yet,Self-taught,80,0,0,20,0,0,Computer Vision,Neural Networks - CNNs,A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Career fair or on-campus recruiting event,0,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important
Female,Brazil,29,"Not employed, and not looking for work",No,"Yes, I'm focused on learning mostly data science skills",,,,,,Hadoop/Hive/Pig,Genetic & Evolutionary Algorithms,Python,Google Search,"Blogs,Online courses,Podcasts",,Somewhat useful,,,,,,,,,Very useful,,Somewhat useful,,,,,,"DataTau News Aggregator,R Bloggers Blog Aggregator",< 1 year,Nice to have,Unnecessary,Nice to have,Nice to have,Necessary,Necessary,Necessary,Nice to have,Unnecessary,Necessary,,,,Udacity,Basic laptop (Macbook),11 - 39 hours,Kaggle Competitions,No,Master's degree,Electrical Engineering,,Engineer,"Online courses (coursera, udemy, edx, etc.)",NA,NA,NA,NA,NA,NA,,,A doctoral degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Not important,Not important,Not important,Somewhat important,Very Important,Not important,Somewhat important,Very Important,Somewhat important
Male,Pakistan,24,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,IBM Watson / Waton Analytics,Neural Nets,C/C++/C#,Google Search,College/University,,,Somewhat useful,,,,,,,,,,,,,,,,"Becoming a Data Scientist Podcast,Data Stories Podcast,Talking Machines Podcast",< 1 year,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Nice to have,,,,,Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,,I haven't started working yet,University courses,NA,NA,NA,NA,NA,NA,"Computer Vision,Machine Translation,Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Neural Networks - RNNs,A master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,1-2,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important
